"","county","hrr","cntyname","hrrname","pop10","afact","county.y","state","cases","deaths","countypop","hrrpop","countycaserate","countydeathrate","countycaserate100k","countydeathrate100k"
"2783","36107","359","Tioga NY","PA- SAYRE",21214,0.415,"Tioga","NY",7,0,51125,197463,0.000136919315403423,0,13.6919315403423,0
"2784","36109","307","Tompkins NY","NY- SYRACUSE",6535,0.064,"Tompkins","NY",68,0,101564,1069422,0.000669528573116459,0,66.9528573116459,0
"2785","36109","359","Tompkins NY","PA- SAYRE",1020,0.01,"Tompkins","NY",68,0,101564,197463,0.000669528573116459,0,66.9528573116459,0
"2786","36109","304","Tompkins NY","NY- ROCHESTER",93657,0.922,"Tompkins","NY",68,0,101564,1303270,0.000669528573116459,0,66.9528573116459,0
"2787","36109","296","Tompkins NY","NY- BINGHAMTON",352,0.003,"Tompkins","NY",68,0,101564,364639,0.000669528573116459,0,66.9528573116459,0
"2788","36111","308","Ulster NY","NY- WHITE PLAINS",23433,0.128,"Ulster","NY",222,3,182493,1135283,0.00121648501586362,1.64389867008598e-05,121.648501586362,1.64389867008598
"2789","36111","295","Ulster NY","NY- ALBANY",159060,0.872,"Ulster","NY",222,3,182493,1842850,0.00121648501586362,1.64389867008598e-05,121.648501586362,1.64389867008598
"2790","36113","295","Warren NY","NY- ALBANY",65008,0.989,"Warren","NY",18,0,65707,1842850,0.000273943415465628,0,27.3943415465628,0
"2791","36113","424","Warren NY","VT- BURLINGTON",699,0.011,"Warren","NY",18,0,65707,646114,0.000273943415465628,0,27.3943415465628,0
"2792","36115","424","Washington NY","VT- BURLINGTON",1169,0.018,"Washington","NY",10,0,63216,646114,0.000158187800556821,0,15.8187800556821,0
"2793","36115","295","Washington NY","NY- ALBANY",62047,0.982,"Washington","NY",10,0,63216,1842850,0.000158187800556821,0,15.8187800556821,0
"2794","36117","304","Wayne NY","NY- ROCHESTER",93772,1,"Wayne","NY",24,0,93772,1303270,0.000255939939427548,0,25.5939939427548,0
"2795","36119","297","Westchester NY","NY- BRONX",102816,0.108,"Westchester","NY",10683,25,949113,1398749,0.0112557724949505,2.63403830734591e-05,1125.57724949505,2.63403830734591
"2796","36119","111","Westchester NY","CT- NEW HAVEN",4734,0.005,"Westchester","NY",10683,25,949113,1482374,0.0112557724949505,2.63403830734591e-05,1125.57724949505,2.63403830734591
"2797","36119","109","Westchester NY","CT- BRIDGEPORT",62,0,"Westchester","NY",10683,25,949113,682421,0.0112557724949505,2.63403830734591e-05,1125.57724949505,2.63403830734591
"2798","36119","308","Westchester NY","NY- WHITE PLAINS",841501,0.887,"Westchester","NY",10683,25,949113,1135283,0.0112557724949505,2.63403830734591e-05,1125.57724949505,2.63403830734591
"2799","36121","304","Wyoming NY","NY- ROCHESTER",23675,0.562,"Wyoming","NY",10,1,42155,1303270,0.000237219784129996,2.37219784129996e-05,23.7219784129996,2.37219784129996
"2800","36121","299","Wyoming NY","NY- BUFFALO",18480,0.438,"Wyoming","NY",10,1,42155,1378870,0.000237219784129996,2.37219784129996e-05,23.7219784129996,2.37219784129996
"2801","36123","304","Yates NY","NY- ROCHESTER",25156,0.992,"0","0",0,0,25348,1303270,0,0,0,0
"2802","36123","300","Yates NY","NY- ELMIRA",192,0.008,"0","0",0,0,25348,331145,0,0,0,0
"2803","37001","313","Alamance NC","NC- GREENSBORO",4925,0.033,"Alamance","NC",7,0,151131,627219,4.63174332201865e-05,0,4.63174332201865,0
"2804","37001","312","Alamance NC","NC- DURHAM",146206,0.967,"Alamance","NC",7,0,151131,1366694,4.63174332201865e-05,0,4.63174332201865,0
"2805","37003","315","Alexander NC","NC- HICKORY",29750,0.8,"Alexander","NC",2,0,37198,298883,5.37663315232002e-05,0,5.37663315232002,0
"2806","37003","320","Alexander NC","NC- WINSTON-SALEM",7448,0.2,"Alexander","NC",2,0,37198,1137103,5.37663315232002e-05,0,5.37663315232002,0
"2807","37005","320","Alleghany NC","NC- WINSTON-SALEM",11155,1,"Alleghany","NC",2,0,11155,1137103,0.000179291797400269,0,17.9291797400269,0
"2808","37007","311","Anson NC","NC- CHARLOTTE",26948,1,"Anson","NC",1,0,26948,2459473,3.71085052694077e-05,0,3.71085052694077,0
"2809","37009","320","Ashe NC","NC- WINSTON-SALEM",26452,0.97,"0","0",0,0,27281,1137103,0,0,0,0
"2810","37009","375","Ashe NC","TN- JOHNSON CITY",829,0.03,"0","0",0,0,27281,277165,0,0,0,0
"2811","37011","375","Avery NC","TN- JOHNSON CITY",6330,0.356,"0","0",0,0,17797,277165,0,0,0,0
"2812","37011","309","Avery NC","NC- ASHEVILLE",11467,0.644,"0","0",0,0,17797,660204,0,0,0,0
"2813","37013","314","Beaufort NC","NC- GREENVILLE",47759,1,"Beaufort","NC",5,0,47759,856416,0.000104692309302959,0,10.4692309302959,0
"2814","37015","314","Bertie NC","NC- GREENVILLE",21282,1,"Bertie","NC",6,0,21282,856416,0.000281928390188892,0,28.1928390188892,0
"2815","37017","318","Bladen NC","NC- RALEIGH",4,0,"0","0",0,0,35190,2032974,0,0,0,0
"2816","37017","319","Bladen NC","NC- WILMINGTON",35186,1,"0","0",0,0,35190,449671,0,0,0,0
"2817","37019","319","Brunswick NC","NC- WILMINGTON",96752,0.901,"Brunswick","NC",14,0,107431,449671,0.000130316202958178,0,13.0316202958178,0
"2818","37019","365","Brunswick NC","SC- CHARLESTON",10679,0.099,"Brunswick","NC",14,0,107431,1039763,0.000130316202958178,0,13.0316202958178,0
"2819","37021","309","Buncombe NC","NC- ASHEVILLE",238318,1,"Buncombe","NC",22,1,238318,660204,9.23136313664935e-05,4.19607415302243e-06,9.23136313664935,0.419607415302243
"2820","37023","311","Burke NC","NC- CHARLOTTE",60824,0.669,"Burke","NC",5,0,90912,2459473,5.49982400563182e-05,0,5.49982400563182,0
"2821","37023","309","Burke NC","NC- ASHEVILLE",678,0.007,"Burke","NC",5,0,90912,660204,5.49982400563182e-05,0,5.49982400563182,0
"2822","37023","315","Burke NC","NC- HICKORY",29410,0.323,"Burke","NC",5,0,90912,298883,5.49982400563182e-05,0,5.49982400563182,0
"2823","37025","311","Cabarrus NC","NC- CHARLOTTE",178011,1,"Cabarrus","NC",47,1,178011,2459473,0.000264028627444371,5.61763037115684e-06,26.4028627444371,0.561763037115684
"2824","37027","320","Caldwell NC","NC- WINSTON-SALEM",460,0.006,"Caldwell","NC",3,0,83029,1137103,3.61319538956268e-05,0,3.61319538956268,0
"2825","37027","315","Caldwell NC","NC- HICKORY",80772,0.973,"Caldwell","NC",3,0,83029,298883,3.61319538956268e-05,0,3.61319538956268,0
"2826","37027","309","Caldwell NC","NC- ASHEVILLE",1797,0.022,"Caldwell","NC",3,0,83029,660204,3.61319538956268e-05,0,3.61319538956268,0
"2827","37029","430","Camden NC","VA- NORFOLK",9980,1,"0","0",0,0,9980,1289789,0,0,0,0
"2828","37031","314","Carteret NC","NC- GREENVILLE",66469,1,"Carteret","NC",12,0,66469,856416,0.00018053528712633,0,18.053528712633,0
"2829","37033","312","Caswell NC","NC- DURHAM",19908,0.839,"Caswell","NC",1,0,23719,1366694,4.21602934356423e-05,0,4.21602934356423,0
"2830","37033","313","Caswell NC","NC- GREENSBORO",3811,0.161,"Caswell","NC",1,0,23719,627219,4.21602934356423e-05,0,4.21602934356423,0
"2831","37035","315","Catawba NC","NC- HICKORY",154354,1,"Catawba","NC",15,0,154358,298883,9.71766931419168e-05,0,9.71766931419169,0
"2832","37035","311","Catawba NC","NC- CHARLOTTE",4,0,"Catawba","NC",15,0,154358,2459473,9.71766931419168e-05,0,9.71766931419169,0
"2833","37037","318","Chatham NC","NC- RALEIGH",6342,0.1,"Chatham","NC",17,0,63505,2032974,0.000267695457050626,0,26.7695457050626,0
"2834","37037","312","Chatham NC","NC- DURHAM",35123,0.553,"Chatham","NC",17,0,63505,1366694,0.000267695457050626,0,26.7695457050626,0
"2835","37037","313","Chatham NC","NC- GREENSBORO",22040,0.347,"Chatham","NC",17,0,63505,627219,0.000267695457050626,0,26.7695457050626,0
"2836","37039","309","Cherokee NC","NC- ASHEVILLE",9753,0.355,"Cherokee","NC",8,1,27444,660204,0.000291502696399942,3.64378370499927e-05,29.1502696399942,3.64378370499927
"2837","37039","144","Cherokee NC","GA- ATLANTA",17691,0.645,"Cherokee","NC",8,1,27444,6243061,0.000291502696399942,3.64378370499927e-05,29.1502696399942,3.64378370499927
"2838","37041","314","Chowan NC","NC- GREENVILLE",14409,0.974,"0","0",0,0,14793,856416,0,0,0,0
"2839","37041","430","Chowan NC","VA- NORFOLK",384,0.026,"0","0",0,0,14793,1289789,0,0,0,0
"2840","37043","144","Clay NC","GA- ATLANTA",10587,1,"Clay","NC",1,0,10587,6243061,9.44554642486068e-05,0,9.44554642486068,0
"2841","37045","311","Cleveland NC","NC- CHARLOTTE",98078,1,"Cleveland","NC",6,0,98078,2459473,6.11757988539734e-05,0,6.11757988539734,0
"2842","37047","319","Columbus NC","NC- WILMINGTON",48903,0.842,"Columbus","NC",2,0,58098,449671,3.44245929291886e-05,0,3.44245929291886,0
"2843","37047","367","Columbus NC","SC- FLORENCE",9195,0.158,"Columbus","NC",2,0,58098,379572,3.44245929291886e-05,0,3.44245929291886,0
"2844","37049","314","Craven NC","NC- GREENVILLE",103505,1,"Craven","NC",6,0,103505,856416,5.79682140959374e-05,0,5.79682140959374,0
"2845","37051","318","Cumberland NC","NC- RALEIGH",319431,1,"Cumberland","NC",19,0,319431,2032974,5.94807642339034e-05,0,5.94807642339034,0
"2846","37053","430","Currituck NC","VA- NORFOLK",23547,1,"Currituck","NC",1,0,23547,1289789,4.24682549794029e-05,0,4.24682549794029,0
"2847","37055","430","Dare NC","VA- NORFOLK",33920,1,"0","0",0,0,33920,1289789,0,0,0,0
"2848","37057","313","Davidson NC","NC- GREENSBORO",6669,0.041,"Davidson","NC",28,0,162878,627219,0.000171907808298235,0,17.1907808298235,0
"2849","37057","320","Davidson NC","NC- WINSTON-SALEM",156209,0.959,"Davidson","NC",28,0,162878,1137103,0.000171907808298235,0,17.1907808298235,0
"2850","37059","320","Davie NC","NC- WINSTON-SALEM",41240,1,"Davie","NC",11,0,41240,1137103,0.000266731328806984,0,26.6731328806984,0
"2851","37061","318","Duplin NC","NC- RALEIGH",3679,0.063,"Duplin","NC",1,0,58505,2032974,1.70925561917785e-05,0,1.70925561917785,0
"2852","37061","314","Duplin NC","NC- GREENVILLE",42879,0.733,"Duplin","NC",1,0,58505,856416,1.70925561917785e-05,0,1.70925561917785,0
"2853","37061","319","Duplin NC","NC- WILMINGTON",11947,0.204,"Duplin","NC",1,0,58505,449671,1.70925561917785e-05,0,1.70925561917785,0
"2854","37063","312","Durham NC","NC- DURHAM",263866,0.986,"Durham","NC",126,0,267587,1366694,0.000470874893025446,0,47.0874893025446,0
"2855","37063","318","Durham NC","NC- RALEIGH",3721,0.014,"Durham","NC",126,0,267587,2032974,0.000470874893025446,0,47.0874893025446,0
"2856","37065","314","Edgecombe NC","NC- GREENVILLE",30358,0.537,"Edgecombe","NC",3,0,56552,856416,5.30485217145282e-05,0,5.30485217145282,0
"2857","37065","318","Edgecombe NC","NC- RALEIGH",26194,0.463,"Edgecombe","NC",3,0,56552,2032974,5.30485217145282e-05,0,5.30485217145282,0
"2858","37067","320","Forsyth NC","NC- WINSTON-SALEM",350670,1,"Forsyth","NC",42,1,350670,1137103,0.000119770724612884,2.85168391935438e-06,11.9770724612884,0.285168391935438
"2859","37069","312","Franklin NC","NC- DURHAM",2483,0.041,"Franklin","NC",11,0,60619,1366694,0.000181461258021412,0,18.1461258021412,0
"2860","37069","318","Franklin NC","NC- RALEIGH",58136,0.959,"Franklin","NC",11,0,60619,2032974,0.000181461258021412,0,18.1461258021412,0
"2861","37071","311","Gaston NC","NC- CHARLOTTE",206086,1,"Gaston","NC",31,0,206086,2459473,0.000150422639092418,0,15.0422639092418,0
"2862","37073","314","Gates NC","NC- GREENVILLE",3078,0.252,"0","0",0,0,12197,856416,0,0,0,0
"2863","37073","430","Gates NC","VA- NORFOLK",9119,0.748,"0","0",0,0,12197,1289789,0,0,0,0
"2864","37075","309","Graham NC","NC- ASHEVILLE",8861,1,"0","0",0,0,8861,660204,0,0,0,0
"2865","37077","318","Granville NC","NC- RALEIGH",2,0,"Granville","NC",9,0,59916,2032974,0.000150210294412177,0,15.0210294412177,0
"2866","37077","312","Granville NC","NC- DURHAM",59914,1,"Granville","NC",9,0,59916,1366694,0.000150210294412177,0,15.0210294412177,0
"2867","37079","318","Greene NC","NC- RALEIGH",22,0.001,"Greene","NC",3,0,21362,2032974,0.00014043628873701,0,14.043628873701,0
"2868","37079","314","Greene NC","NC- GREENVILLE",21340,0.999,"Greene","NC",3,0,21362,856416,0.00014043628873701,0,14.043628873701,0
"2869","37081","320","Guilford NC","NC- WINSTON-SALEM",116972,0.239,"Guilford","NC",55,1,488406,1137103,0.000112611229182279,2.04747689422325e-06,11.2611229182279,0.204747689422325
"2870","37081","312","Guilford NC","NC- DURHAM",624,0.001,"Guilford","NC",55,1,488406,1366694,0.000112611229182279,2.04747689422325e-06,11.2611229182279,0.204747689422325
"2871","37081","313","Guilford NC","NC- GREENSBORO",370810,0.759,"Guilford","NC",55,1,488406,627219,0.000112611229182279,2.04747689422325e-06,11.2611229182279,0.204747689422325
"2872","37083","318","Halifax NC","NC- RALEIGH",53910,0.986,"Halifax","NC",4,0,54691,2032974,7.3138176299574e-05,0,7.3138176299574,0
"2873","37083","314","Halifax NC","NC- GREENVILLE",781,0.014,"Halifax","NC",4,0,54691,856416,7.3138176299574e-05,0,7.3138176299574,0
"2874","37085","318","Harnett NC","NC- RALEIGH",106273,0.927,"Harnett","NC",18,1,114678,2032974,0.000156961230576048,8.72006836533599e-06,15.6961230576048,0.872006836533598
"2875","37085","312","Harnett NC","NC- DURHAM",8405,0.073,"Harnett","NC",18,1,114678,1366694,0.000156961230576048,8.72006836533599e-06,15.6961230576048,0.872006836533598
"2876","37087","309","Haywood NC","NC- ASHEVILLE",59036,1,"0","0",0,0,59036,660204,0,0,0,0
"2877","37089","309","Henderson NC","NC- ASHEVILLE",106740,1,"Henderson","NC",18,0,106740,660204,0.000168634064080944,0,16.8634064080944,0
"2878","37091","314","Hertford NC","NC- GREENVILLE",24669,1,"Hertford","NC",4,0,24669,856416,0.000162146823949086,0,16.2146823949086,0
"2879","37093","312","Hoke NC","NC- DURHAM",46952,1,"Hoke","NC",4,0,46952,1366694,8.51933889930141e-05,0,8.51933889930141,0
"2880","37095","430","Hyde NC","VA- NORFOLK",948,0.163,"0","0",0,0,5810,1289789,0,0,0,0
"2881","37095","314","Hyde NC","NC- GREENVILLE",4862,0.837,"0","0",0,0,5810,856416,0,0,0,0
"2882","37097","320","Iredell NC","NC- WINSTON-SALEM",90579,0.568,"Iredell","NC",25,0,159437,1137103,0.000156801746144245,0,15.6801746144245,0
"2883","37097","311","Iredell NC","NC- CHARLOTTE",68858,0.432,"Iredell","NC",25,0,159437,2459473,0.000156801746144245,0,15.6801746144245,0
"2884","37099","309","Jackson NC","NC- ASHEVILLE",40271,1,"Jackson","NC",1,0,40271,660204,2.48317647935239e-05,0,2.48317647935239,0
"2885","37101","318","Johnston NC","NC- RALEIGH",168878,1,"Johnston","NC",17,1,168878,2032974,0.000100664384940608,5.92143440827106e-06,10.0664384940608,0.592143440827106
"2886","37103","314","Jones NC","NC- GREENVILLE",10153,1,"0","0",0,0,10153,856416,0,0,0,0
"2887","37105","312","Lee NC","NC- DURHAM",57866,1,"Lee","NC",3,0,57866,1366694,5.18439152524799e-05,0,5.18439152524799,0
"2888","37107","314","Lenoir NC","NC- GREENVILLE",59495,1,"Lenoir","NC",3,0,59495,856416,5.04244054122195e-05,0,5.04244054122195,0
"2889","37109","311","Lincoln NC","NC- CHARLOTTE",73668,0.941,"Lincoln","NC",5,0,78265,2459473,6.38855171532614e-05,0,6.38855171532613,0
"2890","37109","315","Lincoln NC","NC- HICKORY",4597,0.059,"Lincoln","NC",5,0,78265,298883,6.38855171532614e-05,0,6.38855171532613,0
"2891","37111","309","McDowell NC","NC- ASHEVILLE",44826,0.996,"McDowell","NC",7,0,44996,660204,0.00015556938394524,0,15.556938394524,0
"2892","37111","311","McDowell NC","NC- CHARLOTTE",170,0.004,"McDowell","NC",7,0,44996,2459473,0.00015556938394524,0,15.556938394524,0
"2893","37113","144","Macon NC","GA- ATLANTA",450,0.013,"0","0",0,0,33922,6243061,0,0,0,0
"2894","37113","309","Macon NC","NC- ASHEVILLE",33472,0.987,"0","0",0,0,33922,660204,0,0,0,0
"2895","37115","309","Madison NC","NC- ASHEVILLE",20764,1,"0","0",0,0,20764,660204,0,0,0,0
"2896","37117","314","Martin NC","NC- GREENVILLE",24505,1,"Martin","NC",2,0,24505,856416,8.16159967353601e-05,0,8.16159967353601,0
"2897","37119","311","Mecklenburg NC","NC- CHARLOTTE",919628,1,"Mecklenburg","NC",444,2,919628,2459473,0.000482803916366183,2.17479241606389e-06,48.2803916366183,0.217479241606389
"2898","37121","309","Mitchell NC","NC- ASHEVILLE",15579,1,"0","0",0,0,15579,660204,0,0,0,0
"2899","37123","313","Montgomery NC","NC- GREENSBORO",17539,0.631,"Montgomery","NC",7,0,27798,627219,0.00025181667745881,0,25.181667745881,0
"2900","37123","312","Montgomery NC","NC- DURHAM",10259,0.369,"Montgomery","NC",7,0,27798,1366694,0.00025181667745881,0,25.181667745881,0
"2901","37125","313","Moore NC","NC- GREENSBORO",1488,0.017,"Moore","NC",8,0,88247,627219,9.06546398177842e-05,0,9.06546398177842,0
"2902","37125","312","Moore NC","NC- DURHAM",86759,0.983,"Moore","NC",8,0,88247,1366694,9.06546398177842e-05,0,9.06546398177842,0
"2903","37127","318","Nash NC","NC- RALEIGH",95840,1,"Nash","NC",9,0,95840,2032974,9.3906510851419e-05,0,9.3906510851419,0
"2904","37129","319","New Hanover NC","NC- WILMINGTON",202667,1,"New Hanover","NC",32,0,202667,449671,0.000157894477147242,0,15.7894477147242,0
"2905","37131","318","Northampton NC","NC- RALEIGH",16318,0.738,"Northampton","NC",30,0,22099,2032974,0.00135752748993167,0,135.752748993167,0
"2906","37131","314","Northampton NC","NC- GREENVILLE",5781,0.262,"Northampton","NC",30,0,22099,856416,0.00135752748993167,0,135.752748993167,0
"2907","37133","319","Onslow NC","NC- WILMINGTON",1621,0.009,"Onslow","NC",7,1,177772,449671,3.93762797290912e-05,5.6251828184416e-06,3.93762797290912,0.56251828184416
"2908","37133","314","Onslow NC","NC- GREENVILLE",176151,0.991,"Onslow","NC",7,1,177772,856416,3.93762797290912e-05,5.6251828184416e-06,3.93762797290912,0.56251828184416
"2909","37135","312","Orange NC","NC- DURHAM",133801,1,"Orange","NC",37,0,133801,1366694,0.000276530070776751,0,27.6530070776751,0
"2910","37137","314","Pamlico NC","NC- GREENVILLE",13144,1,"Pamlico","NC",1,0,13144,856416,7.6080340839927e-05,0,7.6080340839927,0
"2911","37139","430","Pasquotank NC","VA- NORFOLK",40661,1,"Pasquotank","NC",4,0,40661,1289789,9.83743636408352e-05,0,9.83743636408352,0
"2912","37141","319","Pender NC","NC- WILMINGTON",52217,1,"0","0",0,0,52217,449671,0,0,0,0
"2913","37143","430","Perquimans NC","VA- NORFOLK",13453,1,"Perquimans","NC",1,0,13453,1289789,7.43328625585371e-05,0,7.43328625585371,0
"2914","37145","312","Person NC","NC- DURHAM",39464,1,"Person","NC",2,0,39464,1366694,5.06790999391851e-05,0,5.06790999391851,0
"2915","37147","318","Pitt NC","NC- RALEIGH",2,0,"Pitt","NC",27,0,168148,2032974,0.000160572828698527,0,16.0572828698527,0
"2916","37147","314","Pitt NC","NC- GREENVILLE",168146,1,"Pitt","NC",27,0,168148,856416,0.000160572828698527,0,16.0572828698527,0
"2917","37149","309","Polk NC","NC- ASHEVILLE",1980,0.097,"Polk","NC",4,0,20510,660204,0.000195026816187226,0,19.5026816187226,0
"2918","37149","369","Polk NC","SC- SPARTANBURG",18530,0.903,"Polk","NC",4,0,20510,374810,0.000195026816187226,0,19.5026816187226,0
"2919","37151","313","Randolph NC","NC- GREENSBORO",104424,0.737,"Randolph","NC",17,0,141752,627219,0.000119927761160336,0,11.9927761160336,0
"2920","37151","320","Randolph NC","NC- WINSTON-SALEM",37328,0.263,"Randolph","NC",17,0,141752,1137103,0.000119927761160336,0,11.9927761160336,0
"2921","37153","311","Richmond NC","NC- CHARLOTTE",38485,0.825,"Richmond","NC",1,0,46639,2459473,2.14412830463775e-05,0,2.14412830463775,0
"2922","37153","312","Richmond NC","NC- DURHAM",7851,0.168,"Richmond","NC",1,0,46639,1366694,2.14412830463775e-05,0,2.14412830463775,0
"2923","37153","313","Richmond NC","NC- GREENSBORO",303,0.006,"Richmond","NC",1,0,46639,627219,2.14412830463775e-05,0,2.14412830463775,0
"2924","37155","318","Robeson NC","NC- RALEIGH",6334,0.047,"Robeson","NC",3,0,134168,2032974,2.23600262357641e-05,0,2.23600262357641,0
"2925","37155","312","Robeson NC","NC- DURHAM",127834,0.953,"Robeson","NC",3,0,134168,1366694,2.23600262357641e-05,0,2.23600262357641,0
"2926","37157","312","Rockingham NC","NC- DURHAM",603,0.006,"Rockingham","NC",2,0,93643,1366694,2.13577095992226e-05,0,2.13577095992226,0
"2927","37157","313","Rockingham NC","NC- GREENSBORO",93040,0.994,"Rockingham","NC",2,0,93643,627219,2.13577095992226e-05,0,2.13577095992226,0
"2928","37159","311","Rowan NC","NC- CHARLOTTE",134107,0.969,"Rowan","NC",24,1,138428,2459473,0.000173375328690727,7.2239720287803e-06,17.3375328690727,0.72239720287803
